Rowno,Word,Count,Row,Root,Percent observed agreement,Aggreement Percent (Complex),Aggreement Percent (Simple)
531,बँधतीं,1,",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9200680272,2.1276595745,97.8723404255
556,विविध,1,",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",विविध,0.9200680272,2.1276595745,97.8723404255
587,रोशनी,1,",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",रोशनी,0.9200680272,2.1276595745,97.8723404255
617,सुझाव,1,",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सुझाव,0.9200680272,2.1276595745,97.8723404255
658,बैठाना,1,"28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बैठाना,0.9200680272,2.1276595745,97.8723404255
8,महाभिनिष्क्रम,1,"1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
10,दूब,1,"1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",दूब,0.9591836735,2.1276595745,97.8723404255
43,जकड़,1,"3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जकड़,0.9591836735,2.1276595745,97.8723404255
48,घेर-घुमे,1,"3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
81,हृदय,1,"7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",हृदय,0.9591836735,2.1276595745,97.8723404255
85,दल,1,"7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",दल,0.9591836735,2.1276595745,97.8723404255
95,भरूच,1,"12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
98,हजीरा,1,"12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
99,पवन,1,"12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पवन,0.9591836735,2.1276595745,97.8723404255
100,कुएँ,1,"12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कुआँ,0.9591836735,2.1276595745,97.8723404255
110,इर्द-गिर्द,1,"12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",इर्द-गिर्द,0.9591836735,2.1276595745,97.8723404255
116,चुटकी,1,"13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",चुटकी,0.9591836735,2.1276595745,97.8723404255
117,आश्रम,1,"13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",आश्रम,0.9591836735,2.1276595745,97.8723404255
119,पत्थरों,1,"13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पत्थर,0.9591836735,2.1276595745,97.8723404255
124,हु,1,"13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
126,वार्ता,1,"14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",वार्ता,0.9591836735,2.1276595745,97.8723404255
130,ढेले,1,"14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ढेला,0.9591836735,2.1276595745,97.8723404255
131,कार्यवाही,1,"14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कार्यवाही,0.9591836735,2.1276595745,97.8723404255
132,प्रकृति,1,"14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",प्रकृति,0.9591836735,2.1276595745,97.8723404255
135,घसीटना,1,"15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",घसीटना,0.9591836735,2.1276595745,97.8723404255
147,ताक,1,"16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ताक,0.9591836735,2.1276595745,97.8723404255
148,नौबत,1,"16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नौबत,0.9591836735,2.1276595745,97.8723404255
151,मदनजी,1,"16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
153,द्वीप,1,"17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",द्वीप,0.9591836735,2.1276595745,97.8723404255
154,भड़,1,"17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
155,गिर्द,1,"17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
165,सुस्ता,1,"19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
172,कल्पनाएँ,1,",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कल्पना,0.9591836735,2.1276595745,97.8723404255
173,इंजीनियरिंग,1,"20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",इंजीनियरिंग,0.9591836735,2.1276595745,97.8723404255
175,राजकुमार,1,"20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",राजकुमार,0.9591836735,2.1276595745,97.8723404255
178,सब,1,"21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सब,0.9591836735,2.1276595745,97.8723404255
180,पुरखिन,1,"21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
182,ब्यौंड़े,1,"22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
183,तालमेल,1,",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",तालमेल,0.9591836735,2.1276595745,97.8723404255
224,के,1,",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
262,सहेलियों,1,",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सहेली,0.9591836735,2.1276595745,97.8723404255
263,एकान्त,1,",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",एकान्त,0.9591836735,2.1276595745,97.8723404255
321,वजीर,1,",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",वजीर,0.9591836735,2.1276595745,97.8723404255
330,माजरा,1,",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",माजरा,0.9591836735,2.1276595745,97.8723404255
334,बुढ़िया,1,",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बुढ़िया,0.9591836735,2.1276595745,97.8723404255
335,बाँहों,1,",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बाँह,0.9591836735,2.1276595745,97.8723404255
374,निर्माण,1,",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",निर्माण,0.9591836735,2.1276595745,97.8723404255
375,सुरीला,1,",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सुरीला,0.9591836735,2.1276595745,97.8723404255
380,भाव,1,",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",भाव,0.9591836735,2.1276595745,97.8723404255
444,ओलों,1,",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ओला,0.9591836735,2.1276595745,97.8723404255
448,रेलिंग,1,",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",रेलिंग,0.9591836735,2.1276595745,97.8723404255
472,गिराई,1,",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गिरा,0.9591836735,2.1276595745,97.8723404255
536,घेर-घुमेर,1,",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
547,घनेरा,1,",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",घनेरा,0.9591836735,2.1276595745,97.8723404255
593,प्रकाश,1,",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",प्रकाश,0.9591836735,2.1276595745,97.8723404255
594,छन-छनकर,1,",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
609,वरिष्ठ,1,",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",वरिष्ठ,0.9591836735,2.1276595745,97.8723404255
610,मंत्रियों,1,",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मंत्री,0.9591836735,2.1276595745,97.8723404255
612,कार्यालय,1,",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कार्यालय,0.9591836735,2.1276595745,97.8723404255
652,मुकाम,1,"25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मुकाम,0.9591836735,2.1276595745,97.8723404255
654,बजाय,1,"25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बजाय,0.9591836735,2.1276595745,97.8723404255
656,लखनऊ,1,"25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",लखनऊ,0.9591836735,2.1276595745,97.8723404255
657,बीच,1,"28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बीच,0.9591836735,2.1276595745,97.8723404255
659,कार्य,1,"28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कार्य,0.9591836735,2.1276595745,97.8723404255
661,बनावट,1,"28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बनावट,0.9591836735,2.1276595745,97.8723404255
663,संयोज,1,"31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
667,बुद्धि,1,"35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बुद्धि,0.9591836735,2.1276595745,97.8723404255
670,ग्राम-देवता,1,"37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
671,नगर-देवता,1,"37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
672,शान्त,1,"37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",शान्त,0.9591836735,2.1276595745,97.8723404255
673,स्नेह,1,"37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",स्नेह,0.9591836735,2.1276595745,97.8723404255
676,एहतिया,1,"40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
678,चन्दर,1,"43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,2.1276595745,97.8723404255
679,बिखरी,1,"44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बिखरा,0.9591836735,2.1276595745,97.8723404255
694,मान्य,1,"52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मान्य,0.9591836735,2.1276595745,97.8723404255
695,चमकदार,1,"55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",चमकदार,0.9591836735,2.1276595745,97.8723404255
184,राजकोट,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",राजकोट,1,0,100
185,अरब,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अरब,1,0,100
186,महासागर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",महासागर,1,0,100
187,व्यवस्था,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",व्यवस्था,0.9591836735,0,100
188,मानवता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मानवता,1,0,100
189,स्थापित,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",स्थापित,1,0,100
192,किस्मत,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",किस्मत,1,0,100
194,उसको,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
195,कॉलेज,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कॉलेज,1,0,100
196,भी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",भी,1,0,100
197,ऐसा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ऐसा,1,0,100
198,मिला,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मिल,1,0,100
199,जिसमे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
200,खिड़कियों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
201,आम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",आम,1,0,100
202,शाखे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
203,करती,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कर,1,0,100
204,थीं,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
205,इसलिए,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",इसलिए,1,0,100
206,हमेशा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",हमेशा,1,0,100
207,जब,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जब,1,0,100
208,कभी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कभी,1,0,100
209,मौका,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मौका,1,0,100
210,मिलता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मिल	,1,0,100
211,था,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
212,क्लास,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",क्लास,1,0,100
213,भाग,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",भाग,1,0,100
215,घास,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",घास,1,0,100
216,पर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पर,0.9591836735,0,100
217,लेटकर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",लेट,1,0,100
218,सपने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सपना,1,0,100
219,देखने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
220,आदी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",आदी,1,0,100
221,हो,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
222,गयी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गया,1,0,100
223,थी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
225,इस,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
227,उसके,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
228,बाद,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बाद,1,0,100
229,मे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मे,1,0,100
230,जाकर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जा,1,0,100
231,ध्यान-योग,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
232,साधना,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",साधना,1,0,100
233,उसकी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
234,एकमात्र,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",एकमात्र,1,0,100
235,साथिन,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
237,सुधा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सुधा,1,0,100
238,घनी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",घना,1,0,100
239,हरी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",हर,1,0,100
240,दोनों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",दोन,1,0,100
241,सिर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सिर,1,0,100
242,नीचे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नीचा,1,0,100
243,हाथ,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",हाथ,1,0,100
244,रखकर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
246,रहतीं,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
247,दुनिया-भर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
248,बाते,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
250,बातों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बात,1,0,100
251,छोटी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",छोटा,1,0,100
252,बड़ी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बड़ी,1,0,100
253,किस,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
254,तरह,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",तरह,1,0,100
255,यह,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
256,वही,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
257,समझ,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",समझ,1,0,100
258,सकता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
260,जिसने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
261,दो,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",दो,1,0,100
264,सुनी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
265,हो,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
266,गालिब,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गालिब,1,0,100
267,शायरी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",शायरी,1,0,100
268,लेकर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
269,उनके,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
271,भाई,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",भाई,1,0,100
272,हसरत,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",हसरत,1,0,100
273,ने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
274,एक,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",एक,1,0,100
275,कुत्ते,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कुत्ता,1,0,100
276,का,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
277,पिल्ला,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पिल्ला,1,0,100
278,पाला,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पाला,1,0,100
279,सुनाया,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सुना,1,0,100
280,शरत,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",शरत,1,0,100
281,कि,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
282,कड़ा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कड़ा,1,0,100
283,बनवाया,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
285,बताया,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बताया,1,0,100
286,अपने-अपने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
287,मन,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मन,1,0,100
288,एक-दूसरे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
289,को,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कै,1,0,100
290,बता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
291,डालती,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",डाल,1,0,100
292,जितना,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जितना,1,0,100
293,भावुक,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",भावुक,1,0,100
294,प्यारा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",प्यारा,1,0,100
295,अनजान,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अनजान,1,0,100
296,उतनी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
297,ही,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ही,1,0,100
298,कहा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कहा,1,0,100
299,इतने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
300,दिनों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",दिन,1,0,100
301,हम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
302,जंगलों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जंगल,1,0,100
303,मैदानों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मैदान,1,0,100
304,घूम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
305,रहे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
307,जैसे-तैसे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जैसे-तैसे,1,0,100
308,तो,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",त,1,0,100
309,नगर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नगर,1,0,100
310,आया,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",आया,1,0,100
311,तुम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
312,कहते,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
313,इससे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
314,बच,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बच,1,0,100
315,निकल,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",निकल,1,0,100
317,नहीं,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नहीं,1,0,100
319,इच्छा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",इच्छा,1,0,100
320,आगे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",आगा,1,0,100
322,लड़का,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",लड़का,1,0,100
323,झुक,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
325,नगरी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नगरी,1,0,100
326,प्रवेश,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",प्रवेश,1,0,100
328,रह,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
331,क्या,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
333,उसने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
336,अपने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,0,100
