Rowno,Word,Count,Row,Root,Percent observed agreement,Aggreement Percent (Complex),Aggreement Percent (Simple)
494,पड़े,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
495,गर्मी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गर्मी,1,0,100
496,बर्दाश्त,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बर्दाश्त,1,0,100
497,लायक,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",लायक,1,0,100
498,रहती,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
500,भर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",भर,1,0,100
501,चटनी-अचार,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,0,100
502,काम,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",काम,1,0,100
503,लाख,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",लाख,1,0,100
504,बावजूद,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बावजूद,1,0,100
505,उसी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
506,चलता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",चलता,1,0,100
507,इधर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",इधर,1,0,100
508,उधर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",उधर,1,0,100
509,पकड़ने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
510,घात,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",घात,1,0,100
511,पकड़ते,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
512,तीन,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",तीन,1,0,100
513,पा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पा,1,0,100
516,डेढ़,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
517,महीने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",महीना,1,0,100
519,जाती,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जाती,1,0,100
520,चुप,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",चुप,1,0,100
522,मैं,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
523,अकसर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अकसर,1,0,100
524,झूले,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",झूल,1,0,100
526,गोल-गोल,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गोल-गोल,1,0,100
527,घुमा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",घुमा,1,0,100
528,छोड़,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
530,खुलतीं,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
532,खत्म,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",खत्म,1,0,100
534,घूमेती,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
537,वाले,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
538,सचमुच,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सचमुच,1,0,100
539,किसी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
540,रोक,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",रोक,1,0,100
542,ठीक,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ठीक,1,0,100
543,रहस्यमय,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",रहस्यमय,1,0,100
544,यहाँ,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",यहाँ,1,0,100
545,सुबहों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
548,अन्तर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अन्तर,1,0,100
549,सुबह,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सुबह,1,0,100
550,पंछियों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पंछी,1,0,100
551,गूँजता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गूँज,1,0,100
552,दोपहर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",दोपहर,1,0,100
553,यही,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
554,लगता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
555,लौटने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",लौट,1,0,100
557,रात,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",रात,1,0,100
558,देने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",देना,1,0,100
559,वाली,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",वाली,1,0,100
560,उदास,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",उदास,1,0,100
561,शान्ति,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",शान्ति,1,0,100
563,जैसी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
564,मैंने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
565,देखी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
566,कुशल,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कुशल,1,0,100
568,समा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",समा,1,0,100
570,समय,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",समय,1,0,100
571,पूरी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पूरी,1,0,100
572,बिछने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
574,कतारे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कतारा,1,0,100
575,गायब,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गायब,1,0,100
576,रोज,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",रोज,1,0,100
577,जिस,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
578,गली,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गली,1,0,100
579,आधी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
580,बिना,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",बिना,1,0,100
581,टकराए,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
583,आज,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",आज,1,0,100
584,चौड़ी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",चौड़ा,1,0,100
585,सड़क,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सड़क,1,0,100
586,लग,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
589,कारण,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कारण,1,0,100
590,उनसे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
591,पड़ने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
592,वाला,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
595,पड़,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
596,रहा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
597,अँधेरे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अँधेरा,1,0,100
598,बढ़ा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
599,इसका,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
600,खूब,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",खूब,1,0,100
601,अंदाज,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अंदाज,1,0,100
602,राव,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",राव,1,0,100
603,साहब,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",साहब,1,0,100
604,परेशान,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",परेशान,1,0,100
606,कुछ,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",कुछ,1,0,100
608,अन्य,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",अन्य,1,0,100
611,वे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",वे,1,0,100
613,बैठे,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
614,ओर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ओर,1,0,100
615,मदन,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मदन,1,0,100
616,जी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जी,1,0,100
618,सहमत,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सहमत,1,0,100
620,मतलब,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मतलब,1,0,100
622,याने,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
624,गांधी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",गांधी,1,0,100
625,नेहरू,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नेहरू,1,0,100
626,सत्ता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",सत्ता,1,0,100
627,छोड़,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
628,सकते,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
629,महिलाओं,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",महिला,1,0,100
630,जाग,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
631,उठती,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
633,मानो,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",मान,1,0,100
634,चिंताओं,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",चिंता,0.9591836735,0,100
635,ह्रदय,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
636,धो,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
637,हरा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",हरा,1,0,100
638,देती,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
639,दिल,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",दिल,1,0,100
643,साडियों,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
644,हरियाली,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",हरियाली,1,0,100
645,नाता,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",नाता,1,0,100
646,जोड़ा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",जोड़ा,1,0,100
647,इसी,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
648,आकर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",आकर,1,0,100
649,पास,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",पास,1,0,100
650,खडा,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,1,0,100
689,देकर,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",,0.9591836735,0,100
690,ठहराया,0,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",ठहराया,0.9591836735,0,100
,,,,,,,
,,,,Mean,,,
,,,,SD,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,Krippendorff;s aplha for overall agreement,,,
